70;1202106422;しょーた;kgwww;14826
71;1202121248;kgwww;や;565
72;1202121813;や;kgwww;1195
73;1202123008;kgwww;kgwww;33
74;1202123041;kgwww;しょーた;1236
75;1202124277;しょーた;はりー;3521
76;1202127798;はりー;kgwww;276
77;1202128074;kgwww;はりー;62357
78;1202190431;はりー;kgwww;26354
79;1202216785;kgwww;kgwww;27
80;1202216812;kgwww;kgwww;21
81;1202216833;kgwww;しょーた;1474
82;1202218307;しょーた;く;1061
83;1202219368;く;く;1145
84;1202220513;く;.;615
85;1202221128;.;.;5
86;1202221133;.;まつざわ;2336
87;1202223469;まつざわ;まつざわ;312
88;1202223781;まつざわ;しょーた;90059
89;1202313840;しょーた;しょーた;8
90;1202313848;しょーた;しょーた;45
91;1202313893;しょーた;しょーた;5
92;1202313898;しょーた;kgwww;66311
93;1202380209;kgwww;kgwww;22
94;1202380231;kgwww;しょーた;10708
95;1202390939;しょーた;しょーた;404
96;1202391343;しょーた;しょーた;40
97;1202391383;しょーた;しょーた;203
98;1202391586;しょーた;kf;837
99;1202392423;kf;kf;19
100;1202392442;kf;kgwww;714
101;1202393156;kgwww;く;2181
102;1202395337;く;く;15
103;1202395352;く;はりー;6500
104;1202401852;はりー;はりー;14
105;1202401866;はりー;荒木;27566
106;1202429432;荒木;荒木;13
107;1202429445;荒木;T;13179
108;1202442624;T;はりー;929
109;1202443553;はりー;はりー;20
110;1202443573;はりー;はりー;75
111;1202443648;はりー;kgwww;13408
112;1202457056;kgwww;kgwww;13
113;1202457069;kgwww;kf;13826
114;1202470895;kf;kf;157
115;1202471052;kf;kgwww;211
116;1202471263;kgwww;kgwww;24
117;1202471287;kgwww;kf;91
118;1202471378;kf;kgwww;18
119;1202471396;kgwww;mk;33
120;1202471429;mk;kgwww;36
121;1202471465;kgwww;kf;12
122;1202471477;kf;kf;27
123;1202471504;kf;kf;37
124;1202471541;kf;kgwww;6431
125;1202477972;kgwww;や;4501
126;1202482473;や;く;2252
127;1202484725;く;しょーた;1376
128;1202486101;しょーた;しょーた;58
129;1202486159;しょーた;しょーた;148
130;1202486307;しょーた;しょーた;58
131;1202486365;しょーた;しょーた;45
132;1202486410;しょーた;しょーた;53
133;1202486463;しょーた;しょーた;9
134;1202486472;しょーた;しょーた;63
135;1202486535;しょーた;しょーた;21
136;1202486556;しょーた;しょーた;47
137;1202486603;しょーた;しょーた;47
138;1202486650;しょーた;しょーた;14
139;1202486664;しょーた;いけ;361
140;1202487025;いけ;しょーた;2
141;1202487027;しょーた;しょーた;34
142;1202487061;しょーた;しょーた;56
143;1202487117;しょーた;しょーた;7
144;1202487124;しょーた;しょーた;37
145;1202487161;しょーた;しょーた;47
146;1202487208;しょーた;しょーた;53
147;1202487261;しょーた;く;131
148;1202487392;く;く;71
149;1202487463;く;いけ;37
150;1202487500;いけ;く;18
151;1202487518;く;く;11
152;1202487529;く;asdf;7782
153;1202495311;asdf;asdf;5
154;1202495316;asdf;mk;33688
155;1202529004;mk;mk;28
156;1202529032;mk;mk;55
157;1202529087;mk;asdf;16348
158;1202545435;asdf;asdf;89
159;1202545524;asdf;asdf;9
160;1202545533;asdf;はりー;1425
161;1202546958;はりー;はりー;176
162;1202547134;はりー;はりー;54
163;1202547188;はりー;kf;7473
164;1202554661;kf;kf;57
165;1202554718;kf;kgwww;1072
166;1202555790;kgwww;kgwww;55
167;1202555845;kgwww;kgwww;888
168;1202556733;kgwww;T;12264
169;1202568997;T;:;599
170;1202569596;:;:;0
171;1202569596;:;:;1
172;1202569597;:;:;0
173;1202569597;:;:;0
174;1202569597;:;:;1
175;1202569598;:;:;0
176;1202569598;:;:;0
177;1202569598;:;:;1
178;1202569599;:;:;0
179;1202569599;:;:;0
180;1202569599;:;:;1
181;1202569600;:;:;0
182;1202569600;:;:;1
183;1202569601;:;:;0
184;1202569601;:;:;0
185;1202569601;:;:;0
186;1202569601;:;:;1
187;1202569602;:;:;0
188;1202569602;:;:;0
189;1202569602;:;:;8
190;1202569610;:;はりー;809
191;1202570419;はりー;や;1110
192;1202571529;や;mk;274
193;1202571803;mk;mk;105
194;1202571908;mk;mk;76
195;1202571984;mk;mk;57
196;1202572041;mk;や;44
197;1202572085;や;mk;40
198;1202572125;mk;や;27
199;1202572152;や;mk;15
200;1202572167;mk;や;38
201;1202572205;や;や;54
202;1202572259;や;mk;45
203;1202572304;mk;や;12
204;1202572316;や;mk;100
205;1202572416;mk;や;29
206;1202572445;や;や;11
207;1202572456;や;mk;19
208;1202572475;mk;や;46
209;1202572521;や;mk;63
210;1202572584;mk;mk;26
211;1202572610;mk;や;31
212;1202572641;や;や;13
213;1202572654;や;しょーた;78
214;1202572732;しょーた;や;4
215;1202572736;や;mk;2
216;1202572738;mk;mk;21
217;1202572759;mk;や;22
218;1202572781;や;iwa;2283
219;1202575064;iwa;iwa;12
220;1202575076;iwa;や;19
221;1202575095;や;しょーた;3
222;1202575098;しょーた;iwa;38
223;1202575136;iwa;や;0
224;1202575136;や;や;38
225;1202575174;や;しょーた;85
226;1202575259;しょーた;や;8
227;1202575267;や;や;31
228;1202575298;や;や;18
229;1202575316;や;しょーた;51
230;1202575367;しょーた;mk;38
231;1202575405;mk;しょーた;18
232;1202575423;しょーた;や;0
233;1202575423;や;はりー;13
234;1202575436;はりー;はりー;14
235;1202575450;はりー;や;7
236;1202575457;や;しょーた;6
237;1202575463;しょーた;はりー;9
238;1202575472;はりー;く;20
239;1202575492;く;しょーた;1
240;1202575493;しょーた;や;7
241;1202575500;や;はりー;5
242;1202575505;はりー;や;11
243;1202575516;や;しょーた;70
244;1202575586;しょーた;はりー;24
245;1202575610;はりー;く;3
246;1202575613;く;はりー;19
247;1202575632;はりー;はりー;17
248;1202575649;はりー;しょーた;50
249;1202575699;しょーた;しょーた;44
250;1202575743;しょーた;く;62
251;1202575805;く;や;170
252;1202575975;や;しょーた;42
253;1202576017;しょーた;や;21
254;1202576038;や;しょーた;20
255;1202576058;しょーた;や;24
256;1202576082;や;しょーた;9
257;1202576091;しょーた;や;13
258;1202576104;や;mk;15
259;1202576119;mk;mk;5
260;1202576124;mk;しょーた;4
261;1202576128;しょーた;く;21
262;1202576149;く;しょーた;8
263;1202576157;しょーた;く;4
264;1202576161;く;や;7
265;1202576168;や;しょーた;75
266;1202576243;しょーた;しょーた;90
267;1202576333;しょーた;しょーた†;2703
268;1202579036;しょーた†;しょーた†;26
269;1202579062;しょーた†;や;2
270;1202579064;や;や;25
271;1202579089;や;しょーた†;19
272;1202579108;しょーた†;や;28
273;1202579136;や;しょーた†;0
274;1202579136;しょーた†;く;29
275;1202579165;く;や;1
276;1202579166;や;しょーた†;14
277;1202579180;しょーた†;く;41
278;1202579221;く;しょーた†;10
279;1202579231;しょーた†;や;35
280;1202579266;や;く;22
281;1202579288;く;しょーた†;1
282;1202579289;しょーた†;や;5
283;1202579294;や;しょーた†;6
284;1202579300;しょーた†;く;9
285;1202579309;く;しょーた†;12
286;1202579321;しょーた†;や;6
287;1202579327;や;く;3
288;1202579330;く;や;2
289;1202579332;や;しょーた†;33
290;1202579365;しょーた†;しょーた†;74
291;1202579439;しょーた†;しょーた†;62
292;1202579501;しょーた†;や;131
293;1202579632;や;しょーた†;8
294;1202579640;しょーた†;や;20
295;1202579660;や;しょーた†;3
296;1202579663;しょーた†;く;7
297;1202579670;く;しょーた†;0
298;1202579670;しょーた†;しょーた†;21
299;1202579691;しょーた†;しょーた†;27
300;1202579718;しょーた†;や;20
301;1202579738;や;しょーた†;17
302;1202579755;しょーた†;く;13
303;1202579768;く;しょーた†;25
304;1202579793;しょーた†;や;1
305;1202579794;や;く;20
306;1202579814;く;しょーた†;19
307;1202579833;しょーた†;しょーた†;26
308;1202579859;しょーた†;しょーた†;31
309;1202579890;しょーた†;く;58
310;1202579948;く;しょーた†;0
311;1202579948;しょーた†;しょーた†;21
312;1202579969;しょーた†;く;6
313;1202579975;く;や;10
314;1202579985;や;しょーた†;8
315;1202579993;しょーた†;く;5
316;1202579998;く;しょーた†;2341
317;1202582339;しょーた†;く;92
318;1202582431;く;しょーた†;27
319;1202582458;しょーた†;く;20
320;1202582478;く;しょーた†;37
321;1202582515;しょーた†;しょーた†;20
322;1202582535;しょーた†;く;35
323;1202582570;く;く;16
324;1202582586;く;しょーた†;34
325;1202582620;しょーた†;や;22
326;1202582642;や;しょーた†;18
327;1202582660;しょーた†;や;12
328;1202582672;や;しょーた†;12
329;1202582684;しょーた†;しょーた†;27
330;1202582711;しょーた†;や;72
331;1202582783;や;や;34
332;1202582817;や;しょーた†;11
333;1202582828;しょーた†;しょーた†;20
334;1202582848;しょーた†;や;15
335;1202582863;や;く;2
336;1202582865;く;しょーた†;15
337;1202582880;しょーた†;しょーた†;66
338;1202582946;しょーた†;しょーた†;73
339;1202583019;しょーた†;く;5
340;1202583024;く;や;8
341;1202583032;や;く;14
342;1202583046;く;しょーた†;10
343;1202583056;しょーた†;や;1
344;1202583057;や;しょーた†;15
345;1202583072;しょーた†;しょーた†;20
346;1202583092;しょーた†;しょーた†;7
347;1202583099;しょーた†;や;53
348;1202583152;や;しょーた†;11
349;1202583163;しょーた†;しょーた†;13
350;1202583176;しょーた†;や;8
351;1202583184;や;や;9
352;1202583193;や;しょーた†;24
353;1202583217;しょーた†;しょーた†;10
354;1202583227;しょーた†;く;20
355;1202583247;く;く;16
356;1202583263;く;や;15
357;1202583278;や;しょーた†;3
358;1202583281;しょーた†;しょーた†;8
359;1202583289;しょーた†;しょーた†;96
360;1202583385;しょーた†;しょーた†;25
361;1202583410;しょーた†;や;10
362;1202583420;や;しょーた†;32
363;1202583452;しょーた†;しょーた†;55
364;1202583507;しょーた†;しょーた†;41
365;1202583548;しょーた†;や;75
366;1202583623;や;しょーた†;19
367;1202583642;しょーた†;しょーた†;74
368;1202583716;しょーた†;や;43
369;1202583759;や;しょーた†;38
370;1202583797;しょーた†;しょーた†;47
371;1202583844;しょーた†;く;16
372;1202583860;く;しょーた†;40
373;1202583900;しょーた†;しょーた†;16
374;1202583916;しょーた†;しょーた†;38
375;1202583954;しょーた†;しょーた†;18
376;1202583972;しょーた†;く;28
377;1202584000;く;しょーた†;20
378;1202584020;しょーた†;しょーた†;146
379;1202584166;しょーた†;く;112
380;1202584278;く;しょーた†;29
381;1202584307;しょーた†;く;159
382;1202584466;く;く;118
383;1202584584;く;く;29
384;1202584613;く;しょーた†;85
385;1202584698;しょーた†;く;232
386;1202584930;く;しょーた†;45
387;1202584975;しょーた†;や;34
388;1202585009;や;や;29
389;1202585038;や;しょーた†;78
390;1202585116;しょーた†;や;146
391;1202585262;や;しょーた†;73
392;1202585335;しょーた†;や;23
393;1202585358;や;しょーた†;12
394;1202585370;しょーた†;しょーた†;47
395;1202585417;しょーた†;く;3
396;1202585420;く;しょーた†;52
397;1202585472;しょーた†;や;15
398;1202585487;や;や;48
399;1202585535;や;や;18
400;1202585553;や;や;10
401;1202585563;や;しょーた†;36
402;1202585599;しょーた†;しょーた†;6
403;1202585605;しょーた†;しょーた†;378
404;1202585983;しょーた†;しょーた†;13
405;1202585996;しょーた†;しょーた†;20
406;1202586016;しょーた†;く;188
407;1202586204;く;や（閲覧中）;1367
408;1202587571;や（閲覧中）;や（閲覧中）;53
409;1202587624;や（閲覧中）;や;205
410;1202587829;や;や;16
411;1202587845;や;や;20
412;1202587865;や;や;59
413;1202587924;や;や;30
414;1202587954;や;や;13
415;1202587967;や;や;10
416;1202587977;や;や;7
417;1202587984;や;や;21
418;1202588005;や;や;6
419;1202588011;や;や;6
420;1202588017;や;や;4
421;1202588021;や;や;4
422;1202588025;や;や;5
423;1202588030;や;や;16
424;1202588046;や;や;2
425;1202588048;や;や;6
426;1202588054;や;や;7
427;1202588061;や;や;6
428;1202588067;や;や;7
429;1202588074;や;や;22
430;1202588096;や;や;27
431;1202588123;や;や;20
432;1202588143;や;や;18
433;1202588161;や;や;29
434;1202588190;や;や;21
435;1202588211;や;や;41
436;1202588252;や;や;9
437;1202588261;や;や;21
438;1202588282;や;や;29
439;1202588311;や;や;101
440;1202588412;や;や;6
441;1202588418;や;や;40
442;1202588458;や;や;25
443;1202588483;や;く;1818
444;1202590301;く;く;92
445;1202590393;く;く;41
446;1202590434;く;く;109
447;1202590543;く;荒木;11501
448;1202602044;荒木;荒木;14
449;1202602058;荒木;はりー;3028
450;1202605086;はりー;kf;10155
451;1202615241;kf;kf;64
452;1202615305;kf;kf;45
453;1202615350;kf;kf;72
454;1202615422;kf;kf;57
455;1202615479;kf;kf;120
456;1202615599;kf;しょーた†;677
457;1202616276;しょーた†;mk(携帯);11582
458;1202627858;mk(携帯);mk(携帯);127
459;1202627985;mk(携帯);部外者;5668
460;1202633653;部外者;kgwww;15802
461;1202649455;kgwww;いけ;3586
462;1202653041;いけ;kf;1348
463;1202654389;kf;asdf;16243
464;1202670632;asdf;mk;15782
465;1202686414;mk;kgwww;30375
466;1202716789;kgwww;kgwww;9
467;1202716798;kgwww;kgwww;6
468;1202716804;kgwww;kf;7400
469;1202724204;kf;kf;24
470;1202724228;kf;T;9723
471;1202733951;T;T;7
472;1202733958;T;T;55
473;1202734013;T;T;30
474;1202734043;T;T;16
475;1202734059;T;T;30
476;1202734089;T;T;4
477;1202734093;T;T;23
478;1202734116;T;T;15
479;1202734131;T;T;949
480;1202735080;T;T;26
481;1202735106;T;mk;509
482;1202735615;mk;mk;38
483;1202735653;mk;mk;14
484;1202735667;mk;T;557
485;1202736224;T;asdf;18354
486;1202754578;asdf;asdf;43
487;1202754621;asdf;asdf;23
488;1202754644;asdf;asdf;31
489;1202754675;asdf;はりー;12832
490;1202767507;はりー;はりー;17
491;1202767524;はりー;荒木;8118
492;1202775642;荒木;kf;2181
493;1202777823;kf;kf;28
494;1202777851;kf;kf;199
495;1202778050;kf;kgwww;20709
496;1202798759;kgwww;kgwww;0
497;1202798759;kgwww;kgwww;13
498;1202798772;kgwww;kgwww;27
499;1202798799;kgwww;荒木;6244
500;1202805043;荒木;kgwww;8147
501;1202813190;kgwww;荒木;15083
502;1202828273;荒木;荒木;9
503;1202828282;荒木;荒木;3
504;1202828285;荒木;kgwww;2246
505;1202830531;kgwww;kgwww;4094
506;1202834625;kgwww;はりー;42432
507;1202877057;はりー;はりー;12
508;1202877069;はりー;はりー;8
509;1202877077;はりー;はりー;16
510;1202877093;はりー;kgwww;2533
511;1202879626;kgwww;kgwww;19342
512;1202898968;kgwww;おとと;9768
513;1202908736;おとと;おとと;62
514;1202908798;おとと;おとと;2414
515;1202911212;おとと;おとと;16
516;1202911228;おとと;まつざわ;1190
517;1202912418;まつざわ;まつざわ;19
518;1202912437;まつざわ;まつざわ;17
519;1202912454;まつざわ;T;847
520;1202913301;T;T;17
521;1202913318;T;T;7
522;1202913325;T;T;27
523;1202913352;T;T;28
524;1202913380;T;T;26
525;1202913406;T;T;37
526;1202913443;T;T;24
527;1202913467;T;T;17
528;1202913484;T;T;49
529;1202913533;T;T;11
530;1202913544;T;T;72
531;1202913616;T;T;3
532;1202913619;T;kgwww;74
533;1202913693;kgwww;T;212
534;1202913905;T;まつざわ;582
535;1202914487;まつざわ;まつざわ;23
536;1202914510;まつざわ;まつざわ;88
537;1202914598;まつざわ;まつざわ;40
538;1202914638;まつざわ;まつざわ;14
539;1202914652;まつざわ;まつざわ;25
540;1202914677;まつざわ;まつざわ;32
541;1202914709;まつざわ;まつざわ;10
542;1202914719;まつざわ;まつざわ;9
543;1202914728;まつざわ;mk;2158
544;1202916886;mk;まつざわ;49
545;1202916935;まつざわ;まつざわ;7
546;1202916942;まつざわ;mk;18
547;1202916960;mk;mk;21
548;1202916981;mk;まつざわ;22
549;1202917003;まつざわ;まつざわ;12
550;1202917015;まつざわ;mk;24
551;1202917039;mk;mk;17
552;1202917056;mk;まつざわ;18
553;1202917074;まつざわ;まつざわ;11
554;1202917085;まつざわ;mk;4
555;1202917089;mk;mk;17
556;1202917106;mk;mk;6
557;1202917112;mk;まつざわ;13
558;1202917125;まつざわ;mk;23
559;1202917148;mk;まつざわ;2
560;1202917150;まつざわ;まつざわ;12
561;1202917162;まつざわ;mk;35
562;1202917197;mk;mk;8
563;1202917205;mk;mk;56
564;1202917261;mk;mk;80
565;1202917341;mk;まつざわ;17
566;1202917358;まつざわ;まつざわ;25
567;1202917383;まつざわ;mk;139
568;1202917522;mk;mk;122
569;1202917644;mk;mk;11
570;1202917655;mk;まつざわ;122
571;1202917777;まつざわ;まつざわ;22
572;1202917799;まつざわ;mk;69
573;1202917868;mk;まつざわ;48
574;1202917916;まつざわ;まつざわ;33
575;1202917949;まつざわ;mk;65
576;1202918014;mk;mk;9
577;1202918023;mk;mk;20
578;1202918043;mk;mk;30
579;1202918073;mk;mk;18
580;1202918091;mk;mk;5
581;1202918096;mk;mk;13
582;1202918109;mk;mk;10
583;1202918119;mk;mk;16
584;1202918135;mk;mk;91
585;1202918226;mk;まつざわ;9
586;1202918235;まつざわ;まつざわ;10
587;1202918245;まつざわ;まつざわ;12
588;1202918257;まつざわ;mk;23
589;1202918280;mk;まつざわ;10
590;1202918290;まつざわ;まつざわ;30
591;1202918320;まつざわ;mk;58
592;1202918378;mk;まつざわ;31
593;1202918409;まつざわ;mk;46
594;1202918455;mk;まつざわ;23
595;1202918478;まつざわ;まつざわ;16
596;1202918494;まつざわ;mk;42
597;1202918536;mk;mk;16
598;1202918552;mk;mk;12
599;1202918564;mk;まつざわ;6
600;1202918570;まつざわ;や;2114
601;1202920684;や;なっきー;3675
602;1202924359;なっきー;なっきー;671
603;1202925030;なっきー;なっきー;121
604;1202925151;なっきー;なっきー;23
605;1202925174;なっきー;なっきー;412
606;1202925586;なっきー;kgwww;456
607;1202926042;kgwww;kgwww;47
608;1202926089;kgwww;kgwww;17
609;1202926106;kgwww;や;27
610;1202926133;や;や;40
611;1202926173;や;kgwww;133
612;1202926306;kgwww;や;44
613;1202926350;や;や;23
614;1202926373;や;や;32
615;1202926405;や;kgwww;79
616;1202926484;kgwww;kgwww;98
617;1202926582;kgwww;kgwww;12
618;1202926594;kgwww;kgwww;153
619;1202926747;kgwww;kgwww;8
620;1202926755;kgwww;kgwww;66
621;1202926821;kgwww;や;479
622;1202927300;や;や;162
623;1202927462;や;kgwww;2535
624;1202929997;kgwww;kgwww;14
625;1202930011;kgwww;外の人;1302
626;1202931313;外の人;外の人;19
627;1202931332;外の人;外の人;10
628;1202931342;外の人;外の人;14
629;1202931356;外の人;外の人;19
630;1202931375;外の人;外の人;12
631;1202931387;外の人;外の人;13
632;1202931400;外の人;外の人;12
633;1202931412;外の人;外の人;15
634;1202931427;外の人;外の人;284
635;1202931711;外の人;kgwww;5549
636;1202937260;kgwww;kgwww;204
637;1202937464;kgwww;kgwww;158
638;1202937622;kgwww;kgwww;340
639;1202937962;kgwww;kgwww;186
640;1202938148;kgwww;kgwww;12
641;1202938160;kgwww;kgwww;210
642;1202938370;kgwww;外の人;659
643;1202939029;外の人;外の人;16
644;1202939045;外の人;kgwww;2262
645;1202941307;kgwww;kgwww;7
646;1202941314;kgwww;kgwww;232
647;1202941546;kgwww;kgwww;149
648;1202941695;kgwww;kgwww;148
649;1202941843;kgwww;kgwww;7
650;1202941850;kgwww;しょーた;2939
651;1202944789;しょーた;しょーた;105
652;1202944894;しょーた;しょーた;34
653;1202944928;しょーた;まつざわ;40828
654;1202985756;まつざわ;まつざわ;15
655;1202985771;まつざわ;まつざわ;91
656;1202985862;まつざわ;まつざわ;30
657;1202985892;まつざわ;まつざわ;68
658;1202985960;まつざわ;まつざわ;13
659;1202985973;まつざわ;まつざわ;30
660;1202986003;まつざわ;まつざわ;32
661;1202986035;まつざわ;まつざわ;40
662;1202986075;まつざわ;まつざわ;79
663;1202986154;まつざわ;く;8724
664;1202994878;く;く;34
665;1202994912;く;く;24
666;1202994936;く;asdf;11686
667;1203006622;asdf;asdf;23
668;1203006645;asdf;T;38877
669;1203045522;T;kgwww;5075
670;1203050597;kgwww;や;9266
671;1203059863;や;や;16
672;1203059879;や;なっきー;928
673;1203060807;なっきー;なっきー;5
674;1203060812;なっきー;T;2758
675;1203063570;T;kgwww;11
676;1203063581;kgwww;kgwww;6
677;1203063587;kgwww;T;13
678;1203063600;T;なっきー;933
679;1203064533;なっきー;kgwww;368
680;1203064901;kgwww;kgwww;17
681;1203064918;kgwww;T;34
682;1203064952;T;kgwww;11
683;1203064963;kgwww;kgwww;15
684;1203064978;kgwww;T;13
685;1203064991;T;kgwww;6
686;1203064997;kgwww;kgwww;13
687;1203065010;kgwww;kgwww;12
688;1203065022;kgwww;T;14
689;1203065036;T;kgwww;31
690;1203065067;kgwww;kgwww;14
691;1203065081;kgwww;kgwww;26
692;1203065107;kgwww;T;2
693;1203065109;T;kgwww;37
694;1203065146;kgwww;kgwww;20
695;1203065166;kgwww;T;32
696;1203065198;T;kgwww;55
697;1203065253;kgwww;kgwww;13
698;1203065266;kgwww;kgwww;11
699;1203065277;kgwww;T;2
700;1203065279;T;T;11
701;1203065290;T;kgwww;7
702;1203065297;kgwww;kgwww;65
703;1203065362;kgwww;T;10
704;1203065372;T;kgwww;35
705;1203065407;kgwww;kgwww;87
706;1203065494;kgwww;mk;4045
707;1203069539;mk;mk;8
708;1203069547;mk;mk;15
709;1203069562;mk;mk;20
710;1203069582;mk;mk;35
711;1203069617;mk;しょーた;18219
712;1203087836;しょーた;しょーた;40
713;1203087876;しょーた;kf;6967
714;1203094843;kf;kf;43
715;1203094886;kf;asdf;36825
716;1203131711;asdf;asdf;49
717;1203131760;asdf;はりー;8483
718;1203140243;はりー;はりー;46
719;1203140289;はりー;asdf;8038
720;1203148327;asdf;kgw;1256
721;1203149583;kgw;なっきー;2001
722;1203151584;なっきー;なっきー;19
723;1203151603;なっきー;や;12882
724;1203164485;や;や;7
725;1203164492;や;や;14
726;1203164506;や;や;220
727;1203164726;や;いけ;127
728;1203164853;いけ;や;245
729;1203165098;や;や;51
730;1203165149;や;いけ;21
731;1203165170;いけ;や;33
732;1203165203;や;や;20
733;1203165223;や;や;23
734;1203165246;や;いけ;9
735;1203165255;いけ;いけ;76
736;1203165331;いけ;や;36
737;1203165367;や;はりー;8731
738;1203174098;はりー;はりー;9
739;1203174107;はりー;はりー;18
740;1203174125;はりー;く;3855
741;1203177980;く;く;1130
742;1203179110;く;く;2918
743;1203182028;く;kgwww;66787
744;1203248815;kgwww;kgwww;194
745;1203249009;kgwww;しょーた;7930
746;1203256939;しょーた;kgwww;13034
747;1203269973;kgwww;kgwww;12
748;1203269985;kgwww;kgwww;19
749;1203270004;kgwww;kgwww;4110
750;1203274114;kgwww;kgwww;96050
751;1203370164;kgwww;kgwww;39535
752;1203409699;kgwww;kgwww;17
753;1203409716;kgwww;荒木;11827
754;1203421543;荒木;荒木;13
755;1203421556;荒木;mk;65188
756;1203486744;mk;mk;26
757;1203486770;mk;mk;22467
758;1203509237;mk;mk;15
759;1203509252;mk;mk;22
760;1203509274;mk;mk;5556
761;1203514830;mk;kf;87742
762;1203602572;kf;kf;20
763;1203602592;kf;kf;632
764;1203603224;kf;kf;44
765;1203603268;kf;弟;30967
766;1203634235;弟;kgwww;11456
767;1203645691;kgwww;kgwww;54
768;1203645745;kgwww;mk;1398
769;1203647143;mk;mk;37
770;1203647180;mk;いけ;7453
771;1203654633;いけ;mk;1771
772;1203656404;mk;mk;24
773;1203656428;mk;いけ;14039
774;1203670467;いけ;いけ;93
775;1203670560;いけ;kgwww;1421
776;1203671981;kgwww;asdf;17
777;1203671998;asdf;asdf;17
778;1203672015;asdf;kgwww;12
779;1203672027;kgwww;kgwww;8
780;1203672035;kgwww;kgwww;13
781;1203672048;kgwww;kgwww;12
782;1203672060;kgwww;asdf;46
783;1203672106;asdf;kgwww;56
784;1203672162;kgwww;asdf;17
785;1203672179;asdf;kgwww;98
786;1203672277;kgwww;kgwww;15
787;1203672292;kgwww;asdf;13
788;1203672305;asdf;asdf;34
789;1203672339;asdf;kgwww;224
790;1203672563;kgwww;asdf;37
791;1203672600;asdf;kgwww;87
792;1203672687;kgwww;kf;1323
793;1203674010;kf;kf;66
794;1203674076;kf;kf;766
795;1203674842;kf;はりー;14980
796;1203689822;はりー;はりー;7
797;1203689829;はりー;く;4018
798;1203693847;く;く;51
799;1203693898;く;く;125
800;1203694023;く;しょーた;54
801;1203694077;しょーた;しょーた;24
802;1203694101;しょーた;しょーた;23
803;1203694124;しょーた;く;11
804;1203694135;く;く;15
805;1203694150;く;く;34
806;1203694184;く;く;26
807;1203694210;く;しょーた†;55
808;1203694265;しょーた†;しょーた†;11
809;1203694276;しょーた†;く;70
810;1203694346;く;しょーた;22
811;1203694368;しょーた;しょーた;9
812;1203694377;しょーた;しょーた;10
813;1203694387;しょーた;しょーた;32
814;1203694419;しょーた;く;4
815;1203694423;く;く;34
816;1203694457;く;く;1118
817;1203695575;く;く;27
818;1203695602;く;く;36
819;1203695638;く;く;41
820;1203695679;く;く;12
821;1203695691;く;く;44
822;1203695735;く;く;33
823;1203695768;く;く;45
824;1203695813;く;く;68
825;1203695881;く;く;50
826;1203695931;く;mk;5
827;1203695936;mk;く;9
828;1203695945;く;く;12
829;1203695957;く;く;55
830;1203696012;く;く;394
831;1203696406;く;く;12
832;1203696418;く;く;80
833;1203696498;く;く;40
834;1203696538;く;く;326
835;1203696864;く;く;15
836;1203696879;く;く;56
837;1203696935;く;く;132
838;1203697067;く;く;14
839;1203697081;く;く;34
840;1203697115;く;く;28
841;1203697143;く;く;72
842;1203697215;く;く;22
843;1203697237;く;く;47
844;1203697284;く;く;43
845;1203697327;く;く;66
846;1203697393;く;く;60
847;1203697453;く;く;15
